,amount of SP,different upvote receiver,downvotes,names,price in $,self upvotes,timestamp,upvotes
146,"74230,68208487233",41,0,hyojunguy,"35677,69305395735",38,2018-02-12T19:34:15,54
147,"38,80962065866975",14,0,alankavanagh,"18,65317271121668",1,2018-02-12T19:34:24,13
148,"180,11385434925654",16,0,pioner21,"86,5686078822592",89,2018-02-12T19:34:30,23
149,"4,718440170876856",29,0,sajeelahmad,"2,2678366328027266",6,2018-02-12T19:34:33,53
150,"108,85415433781816",27,0,shawnvanderveer,"52,318865959932204",15,2018-02-12T19:34:39,30
151,"186,1323628167538",6,0,awisdom,"89,46129984891122",1,2018-02-12T19:34:42,21
152,"5,813542247305207",26,0,preferthenight,"2,794178499106611",3,2018-02-12T19:34:57,26
153,"7,067659210248796",1,0,aristarh.kostin,"3,3969481194437128",0,2018-02-12T19:35:00,18
154,"3189,29609531482",26,0,bachtiar0210,"1532,8799891226615",18,2018-02-12T19:35:03,71
155,"187,818547464163",11,0,rutablockchain,"90,27173532643758",2,2018-02-12T19:35:12,15
156,"456,1105403131165",27,0,shawnvanderveer,"219,22163987877894",15,2018-02-12T19:35:15,30
157,"93,921759203486",40,0,kofibeatz,"45,141868589034004",0,2018-02-12T19:35:21,54
158,"8,016747618088925",1,0,romanova93,"3,8531110421725328",0,2018-02-12T19:35:24,18
159,"8,016747589721493",1,0,damir.safonov,"3,853111028538217",0,2018-02-12T19:35:33,18
160,"5256,960208311544",215,0,kittybot,"2526,666971678407",0,2018-02-12T19:42:42,309
161,"175,39241170802373",34,0,fazlul,"84,29932816402665",15,2018-02-12T19:47:03,49
162,"113,22951026789417",52,0,punwik,"54,42180508821049",0,2018-02-12T19:47:36,66
163,"1639,362578104371",54,0,sergiomendes,"787,9312599994483",14,2018-02-12T19:50:09,83
164,"6238,155378361174",18,0,jesca,"2998,261454173272",28,2018-02-12T19:52:00,27
165,"4874,707908825156",3,0,sheelkn,"2342,944017406591",15,2018-02-12T19:54:42,17
166,"22,26705948585075",40,0,peter007,"10,702276891946989",5,2018-02-12T19:56:54,62
167,"1,3811275038060062",19,0,ss2bv,"0,6638150393502982",6,2018-02-12T20:01:39,27
168,"71,80562566050696",11,0,caseyjparker,"34,512131640307516",6,2018-02-12T20:03:00,10
169,"675,7632889132775",93,0,drkent,"324,79393320695334",9,2018-02-12T20:05:42,160
170,"1133,9404889303596",93,0,drkent,"545,0088773164649",9,2018-02-12T20:07:45,160
171,"172,6848704161047",26,0,lotterysbd,"82,99799528615337",3,2018-02-12T20:13:21,30
172,"1422,0873342063353",18,0,cortexx,"683,5016731723374",15,2018-02-12T20:15:24,24
173,"1562,7252354968546",18,0,cortexx,"751,0968472037297",15,2018-02-12T20:18:03,24
